Nama Restoran,Jenis Makanan,Alamat,Harga,Rating,Timestamp
Holland Bakery,Toko Roti dan Kue,"Jl. Mampang Prapatan No. 42D, Mampang, Jakarta Selatan",50000,4.11,2025-06-03 22:31:35.243109
Liyen Restaurant,China,"Jl. Batu Tulis Raya No. 37, Pecenongan, Jakarta Pusat",200000,3.98,2025-06-03 22:31:35.514761
Social Affair Coffee & Baked House,Kafe,"PIK Avenue, Lantai Ground
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,3.9,2025-06-03 22:31:35.782996
Gioi Asian Bistro & Lounge,"Barat,Indonesia","Urban Farm
Jl. Golf Island Boulevard, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.06,2025-06-03 22:31:36.070183
Terrazzo Kitchen & Coffee,Kafe,"Jl. Kelapa Cengkir Timur I Blok EC2 No. 1, Kelapa Gading, Jakarta Utara",150000,4.02,2025-06-03 22:31:36.357561
Tanatap,Kafe,"Jl. Ampera Raya No. 129, Cilandak, Jakarta Selatan",75000,3.92,2025-06-03 22:31:36.650607
Ikkudo Ichi,Jepang,"Kota Kasablanka, Lantai Lower Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,3.89,2025-06-03 22:31:36.944215
The Coffee Mine,Kafe,"Energy Hub
Jl. Pegangsaan Timur No. 1, Cikini, Menteng, Jakarta Pusat",75000,4.0,2025-06-03 22:31:37.236009
Yongdaeri,Korea,"Mall of Indonesia, Lantai 1
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",200000,4.04,2025-06-03 22:31:37.546095
Smarapura,Indonesia,"Jl. Tebet Timur Dalam II No. 43, Tebet, Jakarta Selatan",75000,4.0,2025-06-03 22:31:37.851274
Wingstop,Barat,"Lotte Mall Jakarta, Lantai 4
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",75000,4.05,2025-06-03 22:31:38.150878
Ikkudo Ichi,Jepang,"Mal Kelapa Gading 3, Lantai 3
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,3.92,2025-06-03 22:31:41.889083
Abunawas,Arab/Timur Tengah,"Jl. Kemang Utara No. 15, Kemang, Jakarta Selatan",150000,3.92,2025-06-03 22:31:42.195294
Massimo Gelato,Es Krim,"Jl. Prof Joko Sutono No. 29, Melawai, Kebayoran Baru, Jakarta Selatan",50000,4.01,2025-06-03 22:31:42.493106
Wabi Sabi,Jepang,"MD Place, Lantai 12
Jl. Setiabudi Selatan No. 7, Setiabudi, Jakarta Selatan",200000,4.22,2025-06-03 22:31:42.771405
Simetri Coffee Roasters,Kafe,"Jl. Gandaria II No. 9, Gandaria, Jakarta Selatan",75000,4.22,2025-06-03 22:31:43.064052
Charlie's Mac,Snack,"Bike Az, Lantai 2
Jl. Meruya Ilir No. 82, Meruya, Jakarta Barat",50000,4.25,2025-06-03 22:31:43.367456
Eight Treasures Silver,China,"Arcade Business Center, Lantai Ground
Jl. Pantai Utara I No. 2, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.15,2025-06-03 22:31:43.670702
SAYA Kopi,Kafe,"Jl. Bangunan Timur No. 13B, Pulo Gadung, Jakarta Timur",50000,4.22,2025-06-03 22:31:43.984299
Pizza Marzano,Italia,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.94,2025-06-03 22:31:44.282086
Sushi Hiro,Jepang,"Ruko Garden House, Blok B No. 18D, Bukit Golf Mediterania
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,3.92,2025-06-03 22:31:44.584636
Pan & Co.,Kafe,"Kota Kasablanka, Lantai 1
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,4.0,2025-06-03 22:31:44.866411
Gong cha,Bubble Tea,"Central Park, Lantai Upper Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.03,2025-06-03 22:31:45.143388
Bar.B.Q Plaza,Thailand,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.04,2025-06-03 22:31:48.937505
Kodaigiri,Jepang,"Mall of Indonesia, Lantai 1
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.14,2025-06-03 22:31:49.203852
Summer House,Minuman,"Ruko Beach Theme Park, Blok E No. 128
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.18,2025-06-03 22:31:49.498309
Chicory European Patisserie,Eropa,"Jl. Sumenep No. 9, Menteng, Jakarta Pusat",150000,4.01,2025-06-03 22:31:49.797002
Coco Ichibanya,Jepang,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.93,2025-06-03 22:31:50.088211
Starbucks,Kafe,"Ruko The Gallery Metro Broadway, Blok 8 No. EA - EB
Jl. Pantai Indah Utara II, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,3.99,2025-06-03 22:31:50.389018
BUTANOYA,Jepang,"Jl. Kelapa Hibrida Raya Blok RA3 No. 23, Kelapa Gading, Jakarta Utara",75000,4.18,2025-06-03 22:31:50.677368
Blue Doors,Kafe,"Jl. Darmawangsa Raya No. 8A, Darmawangsa, Kebayoran Baru, Jakarta Selatan",50000,4.2,2025-06-03 22:31:50.975237
Ippudo,Jepang,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.94,2025-06-03 22:31:51.264564
Shaburi & Kintan Buffet,Jepang,"Senayan City, Lantai 4
Jl. Asia Afrika, Senayan, Jakarta Selatan",200000,3.92,2025-06-03 22:31:51.533097
Pizza Marzano,Italia,"Mal Kelapa Gading 3, Lantai Ground, The FoodHall
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,3.92,2025-06-03 22:31:51.836175
Toby's Estate,Kafe,"Pondok Indah Mall 2, Lantai Ground
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,3.94,2025-06-03 22:31:52.121922
Kedai Soto Lamongan Jodoh Rasa,Indonesia,"Jl. Sumur Batu Raya No. 2, Kemayoran, Jakarta Pusat",50000,4.6,2025-06-03 22:31:55.921452
Saycuan Hotpot & BBQ,China,"SCBD Park
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.55,2025-06-03 22:31:56.213911
Rambla Coffee,Kafe,"Mal Kelapa Gading 1, Lantai 2
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.6,2025-06-03 22:31:56.480042
Jittlada Restaurant,Thailand,"Grand Indonesia Mall, Lantai 3A, Sky Bridge
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.95,2025-06-03 22:31:56.740903
Seroeni,China,"St Moritz Mall (Lippo Mall Puri), Lantai 1
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",75000,3.94,2025-06-03 22:31:57.003259
Rokue Snack,Toko Roti dan Kue,"Jl. Batu Tulis Raya No. 22C, Pecenongan, Jakarta Pusat",50000,4.07,2025-06-03 22:31:57.227581
Bugatea,Minuman,"Mall of Indonesia, Lantai 2, Dotonbori Foodtown
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.11,2025-06-03 22:31:57.523415
Roti Kebanggaan Gading Serpong,"Toko Roti dan Kue,Kafe","La Piazza, Gafoy
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.09,2025-06-03 22:31:57.780556
Casa Cuomo Ristorante,Italia,"Jl. Gunawarman No. 57, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.3,2025-06-03 22:31:58.086051
Kira Kira Ginza,Jepang,"Jl. Melawai Raya No. 22, Melawai, Kebayoran Baru, Jakarta Selatan",150000,3.91,2025-06-03 22:31:58.385742
Starbucks,Kafe,"Mal Kelapa Gading 2, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.01,2025-06-03 22:31:58.682933
Catappa Restaurant - Hotel Grand Mercure Kemayoran,,"Hotel Grand Mercure Kemayoran, Lobby
Jl. Benyamin Sueb Kav. B6 (Superblok Mega Kemayoran), Kemayoran, Jakarta Pusat",200000,4.0,2025-06-03 22:31:58.990270
Joe & Dough,Kafe,"Plaza Indonesia, Lantai 3
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.89,2025-06-03 22:32:02.721279
Kabobs,Arab/Timur Tengah,"Pondok Indah Mall 1, Street Gallery, Lantai 1
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",50000,4.44,2025-06-03 22:32:03.026113
All Round Coffee,Kafe,"Peanut House
Jl. Pejaten Barat Raya No. 44A, Pasar Minggu, Jakarta Selatan",50000,4.44,2025-06-03 22:32:03.318774
Neng Goela,Dessert,"dineinc
Jl. Teuku Cik Ditiro No. 51, Menteng, Jakarta Pusat",50000,4.36,2025-06-03 22:32:03.627986
Fong Sheng,China,"Ruko Gold Coast, Blok B No. 12 - 15
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,3.96,2025-06-03 22:32:03.934219
Feel Matcha,Kafe,"Pondok Indah Mall 3, Lantai 1
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",50000,3.99,2025-06-03 22:32:04.226894
Ramen 38 Sanpachi,Jepang,"Gedung Sarinah, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.99,2025-06-03 22:32:04.526054
Hakata Ikkousha,Jepang,"Jl. Pluit Indah Raya No. 33, Pluit, Penjaringan, Jakarta Utara",75000,4.07,2025-06-03 22:32:04.829080
Lord Of Noodle,Korea,"Jl. Boulevard Raya Blok I4 No. 1, Kelapa Gading, Jakarta Utara",75000,4.1,2025-06-03 22:32:05.120766
Moon Gypsy,Kafe,"Jl. Senopati No. 16, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.07,2025-06-03 22:32:05.413224
Dolls Bakeshop,Kafe,"Jl. Buana Biru Besar No. 11, Puri, Jakarta Barat",50000,4.12,2025-06-03 22:32:05.705902
Biggby Coffee,Kafe,"Senayan Park Mall, Lantai Lower Ground
Jl. Gerbang Pemuda No. 3, Senayan, Jakarta Selatan",75000,4.07,2025-06-03 22:32:05.995065
Ikan Bakar Cianjur,Indonesia,"Jl. Batu Tulis Raya No. 39, Pecenongan, Jakarta Pusat",150000,3.93,2025-06-03 22:32:09.905867
Gandy Steak House & Bakery,Barat,"Jl. Hayam Wuruk No. 73, Hayam Wuruk, Jakarta Barat",200000,3.95,2025-06-03 22:32:10.207156
Claypot Popo,China,"Jl. H. Agus Salim No. 23B, Menteng, Jakarta Pusat",50000,3.86,2025-06-03 22:32:10.483172
Pizza Hut Delivery (PHD),,"Ruko Garden Shopping Arcade, Blok C No. 9AP
Jl. Letjen S. Parman, Tanjung Duren, Jakarta Barat",75000,4.15,2025-06-03 22:32:10.783385
Burnt,Barat,"Lazy Boss
Jl. Pelepah Elok I Blok QA2 No. 6, Kelapa Gading, Jakarta Utara",75000,4.05,2025-06-03 22:32:11.073404
Popolamama Express,Italia,"Batavia PIK
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.11,2025-06-03 22:32:11.368494
Suji-Suan Cai Yu,China,"Hublife, Lantai 1
Jl. Tanjung Duren Timur No. 2, Tanjung Duren, Jakarta Barat",150000,4.09,2025-06-03 22:32:11.671558
Pigcasso,Italia,"Jl. Puri Kembangan No. 10B, Puri, Jakarta Barat",150000,4.11,2025-06-03 22:32:11.979261
Madam Sichuan,China,"Gandaria City, Lantai Upper Ground, Mainstreet Dining
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",75000,4.11,2025-06-03 22:32:12.277760
Godiva,Cokelat,"Grand Indonesia Mall, Lantai Lower Ground, West Mall, The FoodHall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.15,2025-06-03 22:32:12.557935
Pizza Hut,,"Jl. Panjang, Kebon Jeruk, Jakarta Barat",75000,3.97,2025-06-03 22:32:12.832974
Martabak Bangka Akim,Indonesia,"Jl. Tanjung Duren Raya No. 44 (Seberang Bank UOB), Tanjung Duren, Jakarta Barat",50000,3.87,2025-06-03 22:32:13.133243
Eightman,Jepang,"Summitmas Tower 1, Lantai Ground
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",150000,3.97,2025-06-03 22:32:16.829423
Kintan Buffet,Jepang,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.03,2025-06-03 22:32:17.117182
Burgreens Eatery,Vegetarian,"Jl. KH Wahid Hasyim No. 47, Menteng, Jakarta Pusat",150000,4.05,2025-06-03 22:32:17.416562
Barbar Ribs,Barat,"Mahaka Square, Lantai Ground
Jl. Kelapa Nias Raya, Kelapa Gading, Jakarta Utara",150000,4.08,2025-06-03 22:32:17.724676
Social Affair Coffee & Baked House,Kafe,"Cilandak Town Square, Lantai Ground
Jl. TB Simatupang, Cilandak, Jakarta Selatan",150000,3.98,2025-06-03 22:32:18.029715
Mamma Rosy,Italia,"Jl. Kemang Raya No. 58, Kemang, Jakarta Selatan",150000,3.98,2025-06-03 22:32:18.322387
Huize Van Wely,"Barat, Italia, Indonesia","The Papilion, Lantai 1
Jl. Kemang Raya No. 45AA, Kemang, Jakarta Selatan",200000,4.26,2025-06-03 22:32:18.632045
Fume Kertanegara,Kafe,"Jl. Kertanegara No. 37, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.26,2025-06-03 22:32:18.920702
Crackling! (Crispy Pork Belly),China,"Jl. Pluit Karang Manis No. 2, Muara Karang, Penjaringan, Jakarta Utara",75000,4.29,2025-06-03 22:32:19.211385
Bermvda Coffee,Kafe,"The Range at Damai Indah Golf, Lantai Ground
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,3.93,2025-06-03 22:32:19.522060
UN Bakes,Toko Kue,"Mal Kelapa Gading 3, Lantai Ground, Gading Walk
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.0,2025-06-03 22:32:19.822715
Surasang,Korea,"Ruko Golf Island, Blok L No. 71 - 73
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.26,2025-06-03 22:32:20.108042
Yakinikuya,Jepang,"Darmawangsa Square, Lantai Basement
Jl. Darmawangsa VI No. 38, Darmawangsa, Kebayoran Baru, Jakarta Selatan",200000,3.95,2025-06-03 22:32:23.796432
Xing Fu Tang,Bubble Tea,"Kota Kasablanka, Lantai 2
Jl. Casablanca Raya, Tebet, Jakarta Selatan",50000,4.06,2025-06-03 22:32:24.084873
Cold Moo,Es Krim,"By The Sea Shopping District
Jl. Pulau Maju Bersama, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.09,2025-06-03 22:32:24.373217
BEAU Bakery,Kafe,"Jl. Cikajang No. 29, Senopati, Kebayoran Baru, Jakarta Selatan",150000,3.91,2025-06-03 22:32:24.668433
Fore Coffee,Kafe,"Green Pramuka Square, Lantai Ground
Jl. Jenderal Ahmad Yani, Cempaka Putih, Jakarta Pusat",50000,4.2,2025-06-03 22:32:24.968325
Ippudo,Jepang,"Pacific Place Mall, Lantai 5
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",150000,3.93,2025-06-03 22:32:25.182966
Warung Korea Pop,Korea,"Jl. Bendungan Jatiluhur No. 10, Bendungan Hilir, Jakarta Pusat",75000,3.98,2025-06-03 22:32:25.343635
Tous Les Jours Cafe,Kafe,"Cilandak Town Square, Lantai Ground
Jl. TB Simatupang, Cilandak, Jakarta Selatan",50000,3.98,2025-06-03 22:32:25.598326
Sushi Go!,Jepang,"Emporium Pluit Mall, Lantai 4
Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",75000,4.02,2025-06-03 22:32:25.887581
Bu Eva Spesial Sambal,Indonesia,"Jl. Bendungan Hilir Blok G1 No. 4, Bendungan Hilir, Jakarta Pusat",50000,4.07,2025-06-03 22:32:26.192436
Veranda - The Grove Suites,Indonesia,"The Grove Suites, Lantai Ground
Jl. HR Rasuna Said, Kuningan, Jakarta Selatan",200000,4.11,2025-06-03 22:32:26.492059
Kamadoya Nizaemon - Century Atlet Hotel,Jepang,"Century Atlet Hotel, Lantai Ground
Jl. Pintu Satu Senayan, Senayan, Jakarta Selatan",150000,4.01,2025-06-03 22:32:26.786186
Wingstop,Barat,"Kota Kasablanka, Lantai Lower Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,3.92,2025-06-03 22:32:30.557119
Janji Jiwa X,Minuman,"Mal Kelapa Gading 3, Lantai Ground, Gading Walk
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.12,2025-06-03 22:32:30.862924
Sapo Oriental,China,"Plaza Blok M, Lantai Lower Ground
Jl. Bulungan No. 76, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.18,2025-06-03 22:32:31.161302
Rosso - Hotel Shangri-La Jakarta,Italia,"Hotel Shangri-La Jakarta
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",200000,4.18,2025-06-03 22:32:31.465859
Dominica,Italia,"Jl. HOS Cokroaminoto No. 93, Menteng, Jakarta Pusat",200000,4.18,2025-06-03 22:32:31.745416
Xing Fu Bao,Kafe,"Jl. Tanjung Duren Barat VI No. 15, Tanjung Duren, Jakarta Barat",50000,4.0,2025-06-03 22:32:32.044044
kopimanyar,Kafe,"Jl. Bintaro Tengah Blok O2 No. 14 (Bintaro Sektor 1), Bintaro, Jakarta Selatan",75000,3.88,2025-06-03 22:32:32.339521
Zoti - Hotel Morrissey,Italia,"Hotel Morrissey, Lantai 1
Jl. KH Wahid Hasyim No. 70, Menteng, Jakarta Pusat",150000,4.3,2025-06-03 22:32:32.650046
Ask For Patty,Barat,"Grand Indonesia Mall, Lantai Lower Ground, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.33,2025-06-03 22:32:32.948745
Starbucks,Kafe,"Jl. H. Agus Salim No. 19, Menteng, Jakarta Pusat",75000,4.3,2025-06-03 22:32:33.180991
Laoban by Uncle Osh,China,"Jl. Tebet Barat VIII No. 5, Tebet, Jakarta Selatan",50000,4.3,2025-06-03 22:32:33.489308
That Line Coffee & Ramen,Jepang,"Sudirman Plaza, Plaza Marein, Lantai Ground
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",75000,4.3,2025-06-03 22:32:33.787251
Konoha,Jepang,"Menara Astra, Lantai 2
Jl. Jenderal Sudirman Kav. 5 - 6, Sudirman, Jakarta Pusat",150000,4.3,2025-06-03 22:32:37.483032
Kopi Kenangan,Minuman,"Mall Ciputra Jakarta, Lantai Lower Ground
Jl. Arteri S. Parman, Grogol, Jakarta Barat",50000,3.99,2025-06-03 22:32:37.782831
Tori Yo,Snack,"Mall of Indonesia, Lantai 2, Dotonbori Foodtown
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,3.93,2025-06-03 22:32:38.086294
Zenbu,Jepang,"Senayan City, Lantai 5, Delicae Food Court
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.0,2025-06-03 22:32:38.365211
Yang's Braised Chicken Rice,China,"Ruko Mall of Indonesia, Gading River View, Blok M No. 23C
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",75000,4.4,2025-06-03 22:32:38.657973
Steak 21,Barat,"Plaza Indonesia, Lantai 5
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.4,2025-06-03 22:32:38.954821
K'Bon Bonsai Cafe,Kafe,"Jl. Jeruk Joglo Timur Blok W5 No. 6, Meruya, Jakarta Barat",75000,4.4,2025-06-03 22:32:39.248881
House of Haru,"Toko Kue,Kafe","Ruko Graha Cempaka Mas, Blok B No. 6
Jl. Letjen R. Suprapto, Kemayoran, Jakarta Pusat",75000,4.4,2025-06-03 22:32:39.544088
Pancious,Italia,"Pondok Indah Mall 2, Lantai 3, Restaurant Row
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,3.97,2025-06-03 22:32:39.838759
Makaron - Hotel Pullman Thamrin,Kafe,"Hotel Pullman Thamrin, Lantai Lobby
Jl. MH Thamrin No. 59, Thamrin, Jakarta Pusat",150000,4.44,2025-06-03 22:32:40.136439
Cork&Screw,Barat,"Pacific Place Mall, Lantai Ground
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.1,2025-06-03 22:32:40.427027
Queen's Tandoor,India,"Plaza Permata, Lantai Basement
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.04,2025-06-03 22:32:40.870151
The Post,Kafe,"Jl. Cipete Dalam No. 33, Fatmawati, Jakarta Selatan",150000,4.01,2025-06-03 22:32:44.586197
Taeyang Sung,Korea,"Neo Soho Mall, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.92,2025-06-03 22:32:44.822838
Bakerzin,Barat,"Kota Kasablanka, Lantai Ground, Food Society
Jl. Casablanca Raya, Tebet, Jakarta Selatan",150000,3.93,2025-06-03 22:32:45.001344
Chigo x Flip,,"Jl. Muara Karang Raya Blok A8 No. 15, Muara Karang, Penjaringan, Jakarta Utara",50000,4.73,2025-06-03 22:32:45.151688
Hello Sunday,Kafe,"Metropole 21, Lantai 2
Jl. Pegangsaan Timur No. 21, Cikini, Menteng, Jakarta Pusat",150000,3.89,2025-06-03 22:32:45.255702
Maple & Oak,Kafe,"De Ritz Building, Lantai Ground
Jl. HOS Cokroaminoto No. 91, Menteng, Jakarta Pusat",150000,3.93,2025-06-03 22:32:45.358406
Libero,Kafe,"Jl. Dr. Susilo Raya No. C4, Grogol, Jakarta Barat",150000,3.91,2025-06-03 22:32:45.571745
Gandy Steak House & Bakery,Barat,"Jl. HOS Cokroaminoto No. 90, Menteng, Jakarta Pusat",200000,4.01,2025-06-03 22:32:45.797004
Shori Sushi Bar,Jepang,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.13,2025-06-03 22:32:46.077659
The Japanese - Sari Pacific Hotel,Jepang,"Sari Pacific Hotel
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.1,2025-06-03 22:32:46.336269
Moven Coffee,Kafe,"Jl. Griya Sejahtera Blok L1 No. 4, Sunter, Jakarta Utara",50000,4.09,2025-06-03 22:32:46.588024
Bunk Lounge - Hotel Pullman Central Park,Lounge,"Hotel Pullman Central Park, Lantai Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,4.15,2025-06-03 22:32:46.771692
Danau Sentani,Indonesia,"Senayan Park Mall, Lantai Lower Ground
Jl. Gerbang Pemuda No. 3, Senayan, Jakarta Selatan",75000,4.05,2025-06-03 22:32:50.507896
Strada+ Coffee,Kafe,"La Piazza
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.11,2025-06-03 22:32:50.710328
Gyu Kaku,Jepang,"St Moritz Mall (Lippo Mall Puri), Lantai Lower Ground
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",200000,3.94,2025-06-03 22:32:50.938241
Pizza Hut Ristorante,,"Mal Kelapa Gading 3, Lantai Ground, Gourmet Walk
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,3.94,2025-06-03 22:32:51.185044
Aroma Padi,Indonesia,"Jl. Cipete Raya No. 6, Fatmawati, Jakarta Selatan",150000,4.2,2025-06-03 22:32:51.438150
Rempah Bistro,Indonesia,"Pacific Place Mall, Lantai 4
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",75000,4.23,2025-06-03 22:32:51.593667
Bleum Coffee,Kafe,"By The Sea Shopping District
Jl. Pulau Maju Bersama, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.2,2025-06-03 22:32:51.824921
South Coffee,Kafe,"Jl. Cisanggiri V No. 8, Senopati, Kebayoran Baru, Jakarta Selatan",75000,4.26,2025-06-03 22:32:52.128497
Sapo Oriental,China,"Cibubur Junction, Lantai Ground
Jl. Jambore, Cibubur, Jakarta Timur",75000,4.23,2025-06-03 22:32:52.429767
Leten by Paradise Dynasty,China,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.55,2025-06-03 22:32:52.709261
ShuShu,Minuman,"Neo Soho Mall, Lantai Lower Mezzanine, The Foodhall
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,3.94,2025-06-03 22:32:52.987798
Kopi Janji Jiwa,Minuman,"Ruko Sixth Avenue, West Land, Blok H6A No. 30
Jl. Raya Citra Garden 6, Cengkareng, Jakarta Barat",50000,3.94,2025-06-03 22:32:53.274546
The Pancake Co. by DORE,Kafe,"Plaza Senayan, Lantai Basement, The FoodHall
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.93,2025-06-03 22:32:57.075722
Pepper Lunch,Jepang,"Mall Taman Anggrek, Lantai 4
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.98,2025-06-03 22:32:57.350336
Meaters,Barat,"Ruko Elang Laut, Blok D No. 36
Jl. Pantai Indah Selatan I, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,3.92,2025-06-03 22:32:57.650201
Locarasa,Kafe,"Jl. Kemang Raya No. 81, Kemang, Jakarta Selatan",75000,3.9,2025-06-03 22:32:57.945301
The People's Cafe,Kafe,"Central Park, Lantai Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.92,2025-06-03 22:32:58.243397
Gokyo,Jepang,"Paradia
Jl. Intan No. 8A, Cilandak, Jakarta Selatan",75000,4.17,2025-06-03 22:32:58.537352
Kopi Ribur,Kafe,"Jl. Cikajang No. 1, Senopati, Kebayoran Baru, Jakarta Selatan",50000,4.15,2025-06-03 22:32:58.820988
1/15 One Fifteenth Coffee,Kafe,"Jl. Gandaria I No. 63, Gandaria, Jakarta Selatan",150000,3.91,2025-06-03 22:32:59.119319
The Harvest,Toko Kue,"Jl. Panjang No. 19, Kebon Jeruk, Jakarta Barat",150000,4.02,2025-06-03 22:32:59.390344
Die Stube Germany Resto & Bar,Jerman,"Plaza Bisnis Kemang I, Lantai Ground
Jl. Kemang Raya No. 2, Kemang, Jakarta Selatan",200000,4.0,2025-06-03 22:32:59.652823
Clairmont,Toko Kue,"Jl. Boulevard Raya Blok TN2 No. 14 - 15, Kelapa Gading, Jakarta Utara",75000,4.01,2025-06-03 22:32:59.953798
Samwon House,Korea,"Setiabudi One, Lantai Ground
Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",150000,4.04,2025-06-03 22:33:00.249882
IKEA Mall Taman Anggrek,Barat,"Mall Taman Anggrek, Lantai 4
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,3.94,2025-06-03 22:33:03.975565
Donburi Ichiya,Jepang,"St Moritz Mall (Lippo Mall Puri), Lantai 1, Food Avenue
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",75000,3.91,2025-06-03 22:33:04.271542
Subshack,Barat,"Jl. HOS Cokroaminoto No. 94 (Lantai 2), Menteng, Jakarta Pusat",75000,3.95,2025-06-03 22:33:04.572834
The Royal Kitchen,India,"Bellagio Boutique Mall, Lantai Ground, Kawasan Mega Kuningan
Jl. Lingkar Mega Kuningan, Kuningan, Jakarta Selatan",150000,4.04,2025-06-03 22:33:04.888120
